web-scraper-order,web-scraper-start-url,fonction,fonction-href,Echelon,Indice Brut,Indice majoré,Durée,Salaire brut,catA,catB,catC
1651680771-2046,https://www.emploi-collectivites.fr/grille-indiciaire-etat,Magistrat du tribunal administratif et cour administrative d’appel,https://www.emploi-collectivites.fr/grille-indiciaire-etat-magistrat-tribunal-administratif-cour-administrative-appel/1/6117.htm,5,HEC,-,1 an,"5 267,09 €",A,,
1651680765-1924,https://www.emploi-collectivites.fr/grille-indiciaire-etat,Maître des requêtes du Conseil d'Etat -CE,https://www.emploi-collectivites.fr/grille-indiciaire-etat-maitre-requetes-conseil/1/5663.htm,7,HEB,-,8 mois,"4 554,82 €",A,,
1651680830-2830,https://www.emploi-collectivites.fr/grille-indiciaire-etat,Coordonnateur de formation de l'Ecole nationale de la magistrature (ENM),https://www.emploi-collectivites.fr/grille-indiciaire-etat-coordonnateur-formation-ecole-nationale-magistrature-enm/1/6246.htm,,HEB3,-,1 an,"4 999,99 €",A,,
1651681129-5223,https://www.emploi-collectivites.fr/grille-indiciaire-etat,Sous chef de service,https://www.emploi-collectivites.fr/grille-indiciaire-etat-chef-service/1/5803.htm,,,,,,,,
1651680776-2110,https://www.emploi-collectivites.fr/grille-indiciaire-etat,Magistrat du second grade de l'ordre judiciaire,https://www.emploi-collectivites.fr/grille-indiciaire-etat-magistrat-second-grade-ordre-judiciaire/1/6240.htm,5,762,628,-,"2 942,82 €",A,,
1651682562-12333,https://www.emploi-collectivites.fr/grille-indiciaire-etat,Administrateur de l'Etat,https://www.emploi-collectivites.fr/grille-indiciaire-etat-administrateur/1/5048.htm,,HEBbis3,-,-,"5 267,09 €",A,,
1651682562-12316,https://www.emploi-collectivites.fr/grille-indiciaire-etat,Administrateur de l'Etat,https://www.emploi-collectivites.fr/grille-indiciaire-etat-administrateur/1/5048.htm,,HEC3,-,2 ans,"5 496,71 €",A,,
1651680771-2069,https://www.emploi-collectivites.fr/grille-indiciaire-etat,Magistrat du tribunal administratif et cour administrative d’appel,https://www.emploi-collectivites.fr/grille-indiciaire-etat-magistrat-tribunal-administratif-cour-administrative-appel/1/6117.htm,2,485,420,1 an,"1 968,13 €",A,,
1651680771-2041,https://www.emploi-collectivites.fr/grille-indiciaire-etat,Magistrat du tribunal administratif et cour administrative d’appel,https://www.emploi-collectivites.fr/grille-indiciaire-etat-magistrat-tribunal-administratif-cour-administrative-appel/1/6117.htm,,HEB2,-,1 an,"4 746,94 €",A,,
1651680771-2048,https://www.emploi-collectivites.fr/grille-indiciaire-etat,Magistrat du tribunal administratif et cour administrative d’appel,https://www.emploi-collectivites.fr/grille-indiciaire-etat-magistrat-tribunal-administratif-cour-administrative-appel/1/6117.htm,,HEC3,-,1 an,"5 496,71 €",A,,
1651680773-2098,https://www.emploi-collectivites.fr/grille-indiciaire-etat,Magistrat du second grade provisoire de l'ordre judiciaire,https://www.emploi-collectivites.fr/grille-indiciaire-etat-magistrat-second-grade-provisoire-ordre-judiciaire/1/6239.htm,3,665,555,2 ans,"2 600,74 €",A,,
1651680771-2057,https://www.emploi-collectivites.fr/grille-indiciaire-etat,Magistrat du tribunal administratif et cour administrative d’appel,https://www.emploi-collectivites.fr/grille-indiciaire-etat-magistrat-tribunal-administratif-cour-administrative-appel/1/6117.htm,4,953,773,2 ans,"3 622,30 €",A,,
1651680765-1929,https://www.emploi-collectivites.fr/grille-indiciaire-etat,Maître des requêtes du Conseil d'Etat -CE,https://www.emploi-collectivites.fr/grille-indiciaire-etat-maitre-requetes-conseil/1/5663.htm,,HEBbis3,-,-,"5 267,09 €",A,,
1651682562-12325,https://www.emploi-collectivites.fr/grille-indiciaire-etat,Administrateur de l'Etat,https://www.emploi-collectivites.fr/grille-indiciaire-etat-administrateur/1/5048.htm,6,HEA,-,1 an,"4 170,56 €",A,,
1651682511-11929,https://www.emploi-collectivites.fr/grille-indiciaire-etat,Secrétaire administratif des administrations de l'Etat,https://www.emploi-collectivites.fr/grille-indiciaire-etat-secretaire-administratif-administrations/1/5052.htm,7,480,416,2 ans,"1 949,39 €",,B,
1651680771-2037,https://www.emploi-collectivites.fr/grille-indiciaire-etat,Magistrat du tribunal administratif et cour administrative d’appel,https://www.emploi-collectivites.fr/grille-indiciaire-etat-magistrat-tribunal-administratif-cour-administrative-appel/1/6117.htm,2,HEA,-,8 mois,"4 170,56 €",A,,
1651682562-12331,https://www.emploi-collectivites.fr/grille-indiciaire-etat,Administrateur de l'Etat,https://www.emploi-collectivites.fr/grille-indiciaire-etat-administrateur/1/5048.htm,8,HEB bis,-,1 an,A venir,A,,
1651680765-1921,https://www.emploi-collectivites.fr/grille-indiciaire-etat,Maître des requêtes du Conseil d'Etat -CE,https://www.emploi-collectivites.fr/grille-indiciaire-etat-maitre-requetes-conseil/1/5663.htm,6,HEA,-,8 mois,"4 170,56 €",A,,
1651680778-2135,https://www.emploi-collectivites.fr/grille-indiciaire-etat,Magistrat du premier grade de l'ordre judiciaire,https://www.emploi-collectivites.fr/grille-indiciaire-etat-magistrat-premier-grade-ordre-judiciaire/1/5672.htm,2,862,705,1 an 6 mois,"3 303,65 €",A,,
1651680830-2823,https://www.emploi-collectivites.fr/grille-indiciaire-etat,Coordonnateur de formation de l'Ecole nationale de la magistrature (ENM),https://www.emploi-collectivites.fr/grille-indiciaire-etat-coordonnateur-formation-ecole-nationale-magistrature-enm/1/6246.htm,4,977,792,1 an 6 mois,"3 711,33 €",A,,
1651682562-12326,https://www.emploi-collectivites.fr/grille-indiciaire-etat,Administrateur de l'Etat,https://www.emploi-collectivites.fr/grille-indiciaire-etat-administrateur/1/5048.htm,,HEA2,-,1 an,"4 334,57 €",A,,
1651682562-12305,https://www.emploi-collectivites.fr/grille-indiciaire-etat,Administrateur de l'Etat,https://www.emploi-collectivites.fr/grille-indiciaire-etat-administrateur/1/5048.htm,2,HEA,-,1 an,"4 170,56 €",A,,
1651682511-11914,https://www.emploi-collectivites.fr/grille-indiciaire-etat,Secrétaire administratif des administrations de l'Etat,https://www.emploi-collectivites.fr/grille-indiciaire-etat-secretaire-administratif-administrations/1/5052.htm,3,484,419,2 ans,"1 963,44 €",,B,
1651680985-4455,https://www.emploi-collectivites.fr/grille-indiciaire-etat,Secrétaire général de préfecture,https://www.emploi-collectivites.fr/grille-indiciaire-etat-secretaire-general-prefecture/1/5839.htm,,,,,,,,
1651680778-2134,https://www.emploi-collectivites.fr/grille-indiciaire-etat,Magistrat du premier grade de l'ordre judiciaire,https://www.emploi-collectivites.fr/grille-indiciaire-etat-magistrat-premier-grade-ordre-judiciaire/1/5672.htm,1,813,667,1 an 6 mois,"3 125,58 €",A,,
1651682562-12304,https://www.emploi-collectivites.fr/grille-indiciaire-etat,Administrateur de l'Etat,https://www.emploi-collectivites.fr/grille-indiciaire-etat-administrateur/1/5048.htm,1,1027,830,3 ans,"3 889,40 €",A,,
1651680771-2059,https://www.emploi-collectivites.fr/grille-indiciaire-etat,Magistrat du tribunal administratif et cour administrative d’appel,https://www.emploi-collectivites.fr/grille-indiciaire-etat-magistrat-tribunal-administratif-cour-administrative-appel/1/6117.htm,6,HEA,-,1 an,"4 170,56 €",A,,
1651682511-11932,https://www.emploi-collectivites.fr/grille-indiciaire-etat,Secrétaire administratif des administrations de l'Etat,https://www.emploi-collectivites.fr/grille-indiciaire-etat-secretaire-administratif-administrations/1/5052.htm,10,542,461,3 ans,"2 160,26 €",,B,
1651682562-12310,https://www.emploi-collectivites.fr/grille-indiciaire-etat,Administrateur de l'Etat,https://www.emploi-collectivites.fr/grille-indiciaire-etat-administrateur/1/5048.htm,,HEB3,-,1 an,"4 999,99 €",A,,
1651680842-2995,https://www.emploi-collectivites.fr/grille-indiciaire-etat,Chef de service éducatif de la protection judiciaire de la jeunesse,https://www.emploi-collectivites.fr/grille-indiciaire-etat-chef-service-educatif-protection-judiciaire-jeunesse/1/5683.htm,5,655,546,2 ans 6 mois,"2 558,57 €",A,,
1651681376-6174,https://www.emploi-collectivites.fr/grille-indiciaire-etat,Secrétaire général agrégé Institut français d'archéologie orientale du Caire,https://www.emploi-collectivites.fr/grille-indiciaire-etat-secretaire-general-agrege-institut-francais-archeologie-orientale-caire/1/5950.htm,,,,,,,,
1651680765-1926,https://www.emploi-collectivites.fr/grille-indiciaire-etat,Maître des requêtes du Conseil d'Etat -CE,https://www.emploi-collectivites.fr/grille-indiciaire-etat-maitre-requetes-conseil/1/5663.htm,,HEB3,-,8 mois,"4 999,99 €",A,,
1651682143-9487,https://www.emploi-collectivites.fr/grille-indiciaire-etat,Administrateur de l'Institut national de la statistique et des études économiques (INSEE),https://www.emploi-collectivites.fr/grille-indiciaire-etat-administrateur-institut-national-statistique-etudes-economiques-insee/1/5332.htm,,,,,,,,
1651682562-12341,https://www.emploi-collectivites.fr/grille-indiciaire-etat,Administrateur de l'Etat,https://www.emploi-collectivites.fr/grille-indiciaire-etat-administrateur/1/5048.htm,8,912,743,2 ans,"3 481,72 €",A,,
1651680773-2101,https://www.emploi-collectivites.fr/grille-indiciaire-etat,Magistrat du second grade provisoire de l'ordre judiciaire,https://www.emploi-collectivites.fr/grille-indiciaire-etat-magistrat-second-grade-provisoire-ordre-judiciaire/1/6239.htm,6,813,667,3 ans,"3 125,58 €",A,,
1651680778-2141,https://www.emploi-collectivites.fr/grille-indiciaire-etat,Magistrat du premier grade de l'ordre judiciaire,https://www.emploi-collectivites.fr/grille-indiciaire-etat-magistrat-premier-grade-ordre-judiciaire/1/5672.htm,,HEA3,-,1 an,"4 554,82 €",A,,
1651680765-1923,https://www.emploi-collectivites.fr/grille-indiciaire-etat,Maître des requêtes du Conseil d'Etat -CE,https://www.emploi-collectivites.fr/grille-indiciaire-etat-maitre-requetes-conseil/1/5663.htm,,HEA3,-,8 mois,"4 554,82 €",A,,
1651682511-11946,https://www.emploi-collectivites.fr/grille-indiciaire-etat,Secrétaire administratif des administrations de l'Etat,https://www.emploi-collectivites.fr/grille-indiciaire-etat-secretaire-administratif-administrations/1/5052.htm,11,538,457,3 ans,"2 141,51 €",,B,
1651680771-2073,https://www.emploi-collectivites.fr/grille-indiciaire-etat,Magistrat du tribunal administratif et cour administrative d’appel,https://www.emploi-collectivites.fr/grille-indiciaire-etat-magistrat-tribunal-administratif-cour-administrative-appel/1/6117.htm,6,713,591,2 ans,"2 769,44 €",A,,
1651682511-11925,https://www.emploi-collectivites.fr/grille-indiciaire-etat,Secrétaire administratif des administrations de l'Etat,https://www.emploi-collectivites.fr/grille-indiciaire-etat-secretaire-administratif-administrations/1/5052.htm,3,415,369,2 ans,"1 729,14 €",,B,
1651680830-2831,https://www.emploi-collectivites.fr/grille-indiciaire-etat,Coordonnateur de formation de l'Ecole nationale de la magistrature (ENM),https://www.emploi-collectivites.fr/grille-indiciaire-etat-coordonnateur-formation-ecole-nationale-magistrature-enm/1/6246.htm,8,HEC,-,1 an,"5 267,09 €",A,,
1651680765-1927,https://www.emploi-collectivites.fr/grille-indiciaire-etat,Maître des requêtes du Conseil d'Etat -CE,https://www.emploi-collectivites.fr/grille-indiciaire-etat-maitre-requetes-conseil/1/5663.htm,8,HEBbis,-,8 mois,"4 999,99 €",A,,
1651680765-1925,https://www.emploi-collectivites.fr/grille-indiciaire-etat,Maître des requêtes du Conseil d'Etat -CE,https://www.emploi-collectivites.fr/grille-indiciaire-etat-maitre-requetes-conseil/1/5663.htm,,HEB2,-,8 mois,"4 746,94 €",A,,
1651680830-2820,https://www.emploi-collectivites.fr/grille-indiciaire-etat,Coordonnateur de formation de l'Ecole nationale de la magistrature (ENM),https://www.emploi-collectivites.fr/grille-indiciaire-etat-coordonnateur-formation-ecole-nationale-magistrature-enm/1/6246.htm,1,813,667,1 an 6 mois,"3 125,58 €",A,,
1651681381-6176,https://www.emploi-collectivites.fr/grille-indiciaire-etat,Secrétaire général agrégé Ecole française d'archéologie d'Athènes,https://www.emploi-collectivites.fr/grille-indiciaire-etat-secretaire-general-agrege-ecole-francaise-archeologie-athenes/1/5946.htm,,,,,,,,
1651680776-2108,https://www.emploi-collectivites.fr/grille-indiciaire-etat,Magistrat du second grade de l'ordre judiciaire,https://www.emploi-collectivites.fr/grille-indiciaire-etat-magistrat-second-grade-ordre-judiciaire/1/6240.htm,3,665,555,2 ans,"2 600,74 €",A,,
1651680771-2072,https://www.emploi-collectivites.fr/grille-indiciaire-etat,Magistrat du tribunal administratif et cour administrative d’appel,https://www.emploi-collectivites.fr/grille-indiciaire-etat-magistrat-tribunal-administratif-cour-administrative-appel/1/6117.htm,5,665,555,2 ans,"2 600,74 €",A,,
1651680752-1735,https://www.emploi-collectivites.fr/grille-indiciaire-etat,Secrétaire général du Conseil d'Etat-CE,https://www.emploi-collectivites.fr/grille-indiciaire-etat-secretaire-general-conseil/1/5692.htm,,HEBbis2,-,1 an,"5 131,20 €",A,,
1651680771-2049,https://www.emploi-collectivites.fr/grille-indiciaire-etat,Magistrat du tribunal administratif et cour administrative d’appel,https://www.emploi-collectivites.fr/grille-indiciaire-etat-magistrat-tribunal-administratif-cour-administrative-appel/1/6117.htm,6,HED,-,1 an,"5 496,71 €",A,,
1651681743-7474,https://www.emploi-collectivites.fr/grille-indiciaire-etat,Administrateur de l'éducation nationale et de la Jeunesse,https://www.emploi-collectivites.fr/grille-indiciaire-etat-administrateur-education-nationale-jeunesse/1/5627.htm,5,977,792,2 ans 6 mois,"3 711,33 €",A,,
1651682511-11941,https://www.emploi-collectivites.fr/grille-indiciaire-etat,Secrétaire administratif des administrations de l'Etat,https://www.emploi-collectivites.fr/grille-indiciaire-etat-secretaire-administratif-administrations/1/5052.htm,6,431,381,2 ans,"1 785,38 €",,B,
1651680773-2099,https://www.emploi-collectivites.fr/grille-indiciaire-etat,Magistrat du second grade provisoire de l'ordre judiciaire,https://www.emploi-collectivites.fr/grille-indiciaire-etat-magistrat-second-grade-provisoire-ordre-judiciaire/1/6239.htm,4,713,591,2 ans,"2 769,44 €",A,,
1651681743-7478,https://www.emploi-collectivites.fr/grille-indiciaire-etat,Administrateur de l'éducation nationale et de la Jeunesse,https://www.emploi-collectivites.fr/grille-indiciaire-etat-administrateur-education-nationale-jeunesse/1/5627.htm,,HEA3,-,-,"4 554,82 €",A,,
1651680830-2826,https://www.emploi-collectivites.fr/grille-indiciaire-etat,Coordonnateur de formation de l'Ecole nationale de la magistrature (ENM),https://www.emploi-collectivites.fr/grille-indiciaire-etat-coordonnateur-formation-ecole-nationale-magistrature-enm/1/6246.htm,,HEA2,-,1 an,"4 334,57 €",A,,
1651680778-2147,https://www.emploi-collectivites.fr/grille-indiciaire-etat,Magistrat du premier grade de l'ordre judiciaire,https://www.emploi-collectivites.fr/grille-indiciaire-etat-magistrat-premier-grade-ordre-judiciaire/1/5672.htm,,HEBbis3,-,-,"5 267,09 €",A,,
1651680765-1928,https://www.emploi-collectivites.fr/grille-indiciaire-etat,Maître des requêtes du Conseil d'Etat -CE,https://www.emploi-collectivites.fr/grille-indiciaire-etat-maitre-requetes-conseil/1/5663.htm,,HEBbis2,-,8 mois,"5 131,20 €",A,,
1651680830-2824,https://www.emploi-collectivites.fr/grille-indiciaire-etat,Coordonnateur de formation de l'Ecole nationale de la magistrature (ENM),https://www.emploi-collectivites.fr/grille-indiciaire-etat-coordonnateur-formation-ecole-nationale-magistrature-enm/1/6246.htm,5,1027,830,2 ans,"3 889,40 €",A,,
1651680771-2050,https://www.emploi-collectivites.fr/grille-indiciaire-etat,Magistrat du tribunal administratif et cour administrative d’appel,https://www.emploi-collectivites.fr/grille-indiciaire-etat-magistrat-tribunal-administratif-cour-administrative-appel/1/6117.htm,,HED2,-,1 an,"5 745,07 €",A,,
1651680771-2054,https://www.emploi-collectivites.fr/grille-indiciaire-etat,Magistrat du tribunal administratif et cour administrative d’appel,https://www.emploi-collectivites.fr/grille-indiciaire-etat-magistrat-tribunal-administratif-cour-administrative-appel/1/6117.htm,1,762,628,1 an,"2 942,82 €",A,,
1651680752-1736,https://www.emploi-collectivites.fr/grille-indiciaire-etat,Secrétaire général du Conseil d'Etat-CE,https://www.emploi-collectivites.fr/grille-indiciaire-etat-secretaire-general-conseil/1/5692.htm,,HEBbis3,-,-,"5 267,09 €",A,,
1651682511-11934,https://www.emploi-collectivites.fr/grille-indiciaire-etat,Secrétaire administratif des administrations de l'Etat,https://www.emploi-collectivites.fr/grille-indiciaire-etat-secretaire-administratif-administrations/1/5052.htm,12,599,504,4 ans,"2 361,76 €",,B,
1651682562-12322,https://www.emploi-collectivites.fr/grille-indiciaire-etat,Administrateur de l'Etat,https://www.emploi-collectivites.fr/grille-indiciaire-etat-administrateur/1/5048.htm,3,912,743,2 ans,"3 481,72 €",A,,
1651680771-2070,https://www.emploi-collectivites.fr/grille-indiciaire-etat,Magistrat du tribunal administratif et cour administrative d’appel,https://www.emploi-collectivites.fr/grille-indiciaire-etat-magistrat-tribunal-administratif-cour-administrative-appel/1/6117.htm,3,542,461,1 an,"2 160,26 €",A,,
1651682511-11923,https://www.emploi-collectivites.fr/grille-indiciaire-etat,Secrétaire administratif des administrations de l'Etat,https://www.emploi-collectivites.fr/grille-indiciaire-etat-secretaire-administratif-administrations/1/5052.htm,1,389,356,2 ans,"1 668,22 €",,B,
1651680830-2822,https://www.emploi-collectivites.fr/grille-indiciaire-etat,Coordonnateur de formation de l'Ecole nationale de la magistrature (ENM),https://www.emploi-collectivites.fr/grille-indiciaire-etat-coordonnateur-formation-ecole-nationale-magistrature-enm/1/6246.htm,3,912,743,1 an 6 mois,"3 481,72 €",A,,
1651681743-7475,https://www.emploi-collectivites.fr/grille-indiciaire-etat,Administrateur de l'éducation nationale et de la Jeunesse,https://www.emploi-collectivites.fr/grille-indiciaire-etat-administrateur-education-nationale-jeunesse/1/5627.htm,6,1027,830,3 ans,"3 889,40 €",A,,
1651682562-12336,https://www.emploi-collectivites.fr/grille-indiciaire-etat,Administrateur de l'Etat,https://www.emploi-collectivites.fr/grille-indiciaire-etat-administrateur/1/5048.htm,3,665,555,1 an,"2 600,74 €",A,,
